,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1444,NCT05,OUT035,4724.340347183308
1445,NCQ02,OUT010,696.3903863149324
1446,NCY06,OUT049,2418.227152375417
1447,FDY56,OUT035,4240.608026344825
1448,FDL02,OUT035,1932.0797774347868
1449,NCI06,OUT035,3264.8016849863275
1450,FDQ14,OUT045,2695.744630017528
1451,FDQ12,OUT017,4304.437991819516
1452,FDP36,OUT046,881.4774271118702
1453,FDK21,OUT027,6658.643918385864
1454,FDO40,OUT045,2807.3459782194677
1455,NCK54,OUT019,335.47361633383395
1456,FDY09,OUT018,2987.16124643619
1457,NCW30,OUT049,4746.879540478896
1458,NCC55,OUT027,1543.0863790427131
1459,FDE58,OUT018,1928.7479774566036
1460,FDR39,OUT013,3509.468742028803
1461,FDU28,OUT049,3499.8174738192492
1462,FDH08,OUT017,4320.382971078019
1463,FDG35,OUT045,3008.8248623318245
1464,FDG22,OUT049,754.5369987283332
1465,FDC34,OUT035,2933.0842239824337
1466,FDP15,OUT018,4071.500513846133
1467,FDK34,OUT010,985.9328552891863
1468,FDU45,OUT035,2207.6072392281103
1469,FDQ04,OUT027,1575.9701623562096
1470,FDX22,OUT018,3660.2372856555567
1471,FDB45,OUT017,1875.9063975070783
1472,NCH43,OUT027,6016.453434199051
1473,DRE60,OUT046,4073.5934244597847
1474,FDD17,OUT027,6560.423293186381
1475,NCM54,OUT017,2367.9221607407117
1476,NCH55,OUT013,2321.9512309569773
1477,NCT06,OUT017,3041.5644621554634
1478,FDA48,OUT027,6164.012234357445
1479,FDY58,OUT027,6502.609714502296
1480,FDO25,OUT045,3941.6829441022655
1481,FDN50,OUT045,1712.9783487738505
1482,FDH35,OUT035,2968.538121908487
1483,FDK09,OUT045,4185.833789324807
1484,FDO16,OUT013,1553.5795077556206
1485,FDW11,OUT045,1181.2563398260966
1486,FDU47,OUT027,3751.9943688181434
1487,NCQ42,OUT010,300.65038392981387
1488,FDK55,OUT027,2931.3120669423793
1489,FDN08,OUT049,2174.7508503565896
1490,FDT57,OUT045,4377.7136653434
1491,FDJ12,OUT018,3640.0531169365777
1492,DRL59,OUT017,944.4151791345548
1493,NCN53,OUT046,714.2947263645663
1494,FDO51,OUT010,-207.02403246015217
1495,FDK56,OUT017,3531.20867050393
1496,FDY12,OUT035,1033.0268124099766
1497,FDU15,OUT035,784.390961524197
1498,FDQ19,OUT046,4428.684203264004
1499,DRF15,OUT045,2720.3021222624666
1500,DRE25,OUT019,119.5040228245725
1501,FDK57,OUT018,1991.530389920349
1502,FDD33,OUT010,941.3392367082241
1503,FDR34,OUT027,6507.354844750923
1504,FDU04,OUT045,2218.5037346342424
1505,FDE35,OUT019,-65.7725969520435
1506,NCD31,OUT035,3077.8842841772716
1507,FDJ56,OUT035,1863.1782708459218
1508,NCU53,OUT046,2848.7132541066703
1509,FDD39,OUT035,4075.229089919788
1510,NCU17,OUT019,181.79103828544814
1511,FDJ20,OUT046,2292.5914806183946
1512,NCW41,OUT018,2678.9241324175155
1513,FDL52,OUT035,814.807757844787
1514,FDS39,OUT035,2521.5118142146284
1515,DRJ47,OUT045,3119.9334144255345
1516,FDP13,OUT010,-224.07108849072438
1517,DRK39,OUT010,44.80965137481712
1518,FDF28,OUT010,313.6722337600013
1519,FDB09,OUT045,2242.017710800972
1520,FDM51,OUT046,1769.64009216317
1521,DRM49,OUT018,721.7049976738489
1522,DRF23,OUT013,3167.9178157175484
1523,DRH01,OUT035,3275.818018550738
1524,FDH12,OUT027,3231.855837114238
1525,FDA28,OUT019,312.7096239010111
1526,FDW37,OUT018,1440.5826748448058
1527,FDF02,OUT046,1856.5497587064299
1528,DRL37,OUT046,776.5434042533385
1529,NCF43,OUT046,2449.2619629932683
1530,FDH08,OUT010,952.3018368002555
1531,FDR34,OUT019,980.384694557803
1532,NCK19,OUT049,3537.7888700771177
1533,NCD55,OUT018,595.3684943028532
1534,FDT27,OUT049,4274.053737720617
1535,FDQ57,OUT045,2751.7519068785246
1536,FDA47,OUT035,2971.2520492597537
1537,DRG15,OUT027,2000.4117502282359
1538,FDE05,OUT018,2559.776071697567
1539,FDN46,OUT046,1894.9940050689154
1540,FDX27,OUT027,3020.0805824052354
1541,FDT51,OUT045,1959.9419945015118
1542,FDU33,OUT013,800.341614475125
1543,FDJ16,OUT027,1952.2920564788606
1544,FDD20,OUT019,298.11407604030563
1545,FDT36,OUT049,733.8110448986184
1546,DRF15,OUT027,4390.866051347611
1547,FDN52,OUT010,84.45918726113638
1548,FDC22,OUT027,5909.173765062344
1549,FDX15,OUT045,2952.6969647474443
1550,FDT13,OUT013,3487.2867322671427
1551,FDU04,OUT017,2316.563755082362
1552,FDU31,OUT019,899.0336690562008
1553,FDW59,OUT027,2852.843936550656
1554,NCO29,OUT046,2889.899275038819
1555,FDL15,OUT035,2834.9390047555044
1556,FDI41,OUT049,2786.3008927042274
1557,FDQ48,OUT049,1817.5494561316173
1558,DRI39,OUT013,1057.3504992752482
1559,FDI08,OUT013,4623.570983735039
1560,FDC21,OUT049,2042.3529670355833
1561,FDF58,OUT035,1194.0722846495003
1562,FDS08,OUT010,601.6528578561301
1563,FDE47,OUT045,2228.8168669380834
1564,NCP18,OUT019,446.62416885527836
1565,NCR41,OUT013,1747.0089456181508
1566,FDA27,OUT013,4532.085832250739
1567,FDA43,OUT035,3585.151625494695
1568,FDA49,OUT045,1538.071404086307
1569,NCE55,OUT018,3038.237356973475
1570,DRM49,OUT027,1638.7544628233966
1571,FDF22,OUT027,6082.750294093901
1572,FDQ15,OUT018,1350.7165171499537
1573,NCS54,OUT017,3235.6786651974107
1574,NCY05,OUT013,722.6000159389794
1575,FDR45,OUT046,4401.6275222905
1576,FDK57,OUT049,2305.0765252992414
1577,FDF41,OUT010,1117.199202936885
1578,FDV21,OUT046,2330.8358878413474
1579,FDD51,OUT046,863.6335097554197
1580,FDF33,OUT046,1933.8321397205896
1581,FDA38,OUT046,4335.754475301875
1582,FDR56,OUT045,3448.220635859631
1583,NCN41,OUT017,2327.7352015577185
1584,FDC60,OUT027,2885.8647153808283
1585,FDB47,OUT045,3926.638904660741
1586,DRH01,OUT013,3137.0398454528286
1587,FDW08,OUT046,1846.1136723039158
1588,FDF38,OUT027,1584.131502894744
1589,FDY32,OUT017,2935.904437940964
1590,FDG34,OUT049,1958.8728917044934
1591,FDG47,OUT019,1095.3579497223263
1592,NCF18,OUT035,3474.7062397529558
1593,FDL39,OUT019,652.3855276805496
1594,NCH55,OUT035,2345.7457310202312
1595,DRJ35,OUT049,1109.9972983604462
1596,FDS44,OUT035,4380.767838647092
1597,DRE01,OUT018,3962.173727635476
1598,FDY39,OUT013,3575.3325289166505
1599,FDY32,OUT018,2710.6207926375923
1600,FDR33,OUT027,3467.416036829293
1601,NCP50,OUT049,1520.5771542057182
1602,FDZ47,OUT018,1590.3188191274503
1603,FDU57,OUT049,2793.278602806424
1604,FDY44,OUT013,3523.6252599429076
1605,DRH59,OUT018,1148.7504759006285
1606,FDB03,OUT027,6530.807454844504
1607,FDY46,OUT045,3364.5344573570446
1608,FDM39,OUT045,3156.2296176151417
1609,FDY36,OUT035,1379.5046217390743
1610,NCM55,OUT035,3530.3685229768353
1611,FDJ50,OUT010,-135.73472743822785
1612,DRL60,OUT013,2778.5201952933708
1613,NCJ54,OUT049,4345.705542895042
1614,FDX59,OUT017,737.2534417415205
1615,FDI07,OUT013,3504.6361431955493
1616,DRF51,OUT010,-247.77060428119967
1617,FDM14,OUT017,1936.3110386795759
1618,FDP21,OUT045,3474.1280650894037
1619,FDE40,OUT035,1263.301991487742
1620,FDE05,OUT035,2820.814367398988
1621,FDM13,OUT027,3696.8760269658565
1622,FDC34,OUT027,4555.5016080486575
1623,NCI55,OUT018,2074.3997357015546
1624,NCE43,OUT018,2809.694803322885
1625,FDW58,OUT018,1645.3590340892415
1626,FDG60,OUT045,4249.290142071799
1627,FDV31,OUT017,3210.798710365191
1628,FDR47,OUT013,3486.1152142252713
1629,FDM60,OUT019,-212.92402101025382
1630,NCF06,OUT018,4102.234102696499
1631,NCN26,OUT027,3493.88486821422
1632,FDQ59,OUT049,1575.0260637605247
1633,FDF09,OUT046,713.9395841248582
1634,NCS06,OUT017,4621.492799978147
1635,FDT44,OUT046,2138.723830239476
1636,FDI19,OUT017,4466.870223501443
1637,FDT22,OUT017,1115.7865496254587
1638,NCF54,OUT027,4827.158629972466
1639,DRG25,OUT045,3443.139771511202
1640,FDB59,OUT017,3559.2699681292565
1641,FDQ37,OUT017,3499.7631127791155
1642,FDP56,OUT035,939.4560533644762
1643,FDW44,OUT035,3309.995342869033
1644,FDJ26,OUT010,881.7028598995721
1645,FDU43,OUT018,3895.509220105878
1646,FDW33,OUT045,1815.2432034270942
1647,NCX53,OUT027,3808.316249050944
1648,FDN56,OUT010,427.97437281420673
1649,DRF15,OUT049,2774.3066132227323
1650,FDO33,OUT017,2156.077848131882
1651,FDZ39,OUT010,196.20721162195133
1652,NCJ19,OUT017,1045.027767575979
1653,FDU01,OUT035,3447.097922222202
1654,FDT12,OUT035,4278.322470303515
1655,NCM18,OUT018,961.5390679181307
1656,FDP19,OUT017,2319.9428168653258
1657,NCR42,OUT049,732.123348373298
1658,FDN10,OUT046,2151.9353166442156
1659,FDG44,OUT017,1053.8564108089365
1660,FDQ10,OUT046,3234.3355156186863
1661,DRH13,OUT049,1906.6698398778854
1662,FDT52,OUT013,4386.945324515293
1663,FDM56,OUT045,1914.1911432080476
1664,NCO43,OUT010,166.53731726189073
1665,NCV29,OUT035,3261.8600403210703
1666,NCF06,OUT013,4616.659647199248
1667,FDO50,OUT035,1688.2156293555124
1668,FDT59,OUT013,4315.213428613431
1669,FDX40,OUT027,1542.618850524085
1670,FDE50,OUT017,3465.252487249915
1671,FDX51,OUT017,3582.0112137352517
1672,NCD30,OUT018,1555.75686761467
1673,FDK15,OUT013,1851.9529840988234
1674,FDL12,OUT045,1073.9610314591232
1675,FDK46,OUT017,4730.008197064281
1676,DRH49,OUT010,12.041751007546363
1677,FDQ57,OUT046,2778.7504963898964
1678,FDY59,OUT017,1673.0183235591253
1679,FDO09,OUT018,4160.627706483339
1680,NCG30,OUT035,2354.340725390788
1681,FDM09,OUT017,3028.584249410312
1682,NCN17,OUT027,3100.4621667872257
1683,NCS42,OUT013,1642.8128295038882
1684,FDD02,OUT019,273.07503446381156
1685,FDE34,OUT013,3525.1565045342686
1686,FDU38,OUT045,3472.185747688903
1687,FDB33,OUT046,2909.626159084846
1688,NCJ29,OUT017,1562.4735944845318
1689,FDZ27,OUT035,944.8728196681571
1690,FDI40,OUT013,1794.4243237603769
1691,FDG22,OUT013,744.4865975748795
1692,FDT51,OUT017,2037.4233055128855
1693,FDF20,OUT018,3268.697184621515
1694,FDV50,OUT035,2303.375180882755
1695,FDT02,OUT049,745.3075661335114
1696,DRC49,OUT017,2750.383969698861
1697,FDF26,OUT049,2767.827160172356
1698,FDV52,OUT035,2243.412435529147
1699,FDX59,OUT049,742.9134375314669
1700,FDV25,OUT035,4247.025478348402
1701,FDW23,OUT027,1558.83022998586
1702,FDE53,OUT018,1684.615185009163
1703,FDA19,OUT017,2396.975455963424
1704,FDH22,OUT046,2294.1792619319644
1705,NCO41,OUT013,1748.8219023810564
1706,FDX12,OUT017,4477.961111048317
1707,FDF17,OUT013,3429.02460960542
1708,FDS11,OUT045,4120.197501422881
1709,FDR51,OUT035,2801.296002124847
1710,FDT49,OUT010,184.08275486790478
1711,FDC56,OUT013,2291.2869315084286
1712,FDR13,OUT027,3520.2877689728307
1713,FDQ60,OUT035,2320.4896940177587
1714,FDN38,OUT049,4498.906617358893
1715,NCL29,OUT013,2869.0961955925422
1716,FDO13,OUT027,4641.0474308570165
1717,FDE26,OUT018,2546.508069545901
1718,FDA31,OUT010,570.1109505103559
1719,FDX14,OUT035,1363.050271776603
1720,FDA34,OUT045,3198.6958351578182
1721,FDF26,OUT013,2745.5554140812774
1722,FDE38,OUT045,2930.12195209059
1723,DRI11,OUT046,2126.8370881448254
1724,FDQ60,OUT027,3484.9278671333414
1725,FDL21,OUT027,1584.3649245935553
1726,DRC12,OUT027,5929.263575331983
1727,FDC47,OUT046,4178.246034931946
1728,FDE57,OUT045,2309.648931730941
1729,FDT14,OUT045,2196.4342613576737
1730,NCZ53,OUT046,3537.7132426065045
1731,FDE28,OUT018,3928.435605106804
1732,FDR19,OUT035,2825.6673895599715
1733,NCF54,OUT019,581.3967490333845
1734,FDZ08,OUT046,1491.960124272113
1735,NCJ05,OUT018,2571.26225945998
1736,FDF59,OUT046,2314.1593953857946
1737,NCO05,OUT035,1911.2290094160485
1738,FDW24,OUT018,747.8153521720429
1739,NCX42,OUT018,2731.166515486048
1740,NCA53,OUT035,944.8263740667202
1741,FDI45,OUT019,596.3553641530593
1742,FDG46,OUT046,2131.5702856368384
1743,FDM20,OUT010,1009.8184002546429
1744,FDW11,OUT010,-80.18251450562047
1745,FDX08,OUT035,3329.8163473552477
1746,NCK17,OUT035,805.4408574729982
1747,FDK32,OUT018,2565.032160671374
1748,NCA42,OUT035,2987.652981995103
1749,DRI01,OUT035,3277.050451795255
1750,NCL55,OUT049,4510.318709506205
1751,DRE25,OUT018,1546.4577217831218
1752,FDD14,OUT017,3501.7534299883005
1753,FDB10,OUT046,4281.481422963487
1754,DRN11,OUT035,2788.0038968822064
1755,FDP38,OUT018,754.008071301362
1756,NCA30,OUT017,3444.775906521263
1757,FDT15,OUT017,3511.1394723823187
1758,NCP55,OUT018,889.2445436071595
1759,FDF12,OUT035,2767.924605077669
1760,FDM21,OUT018,4067.3897699853833
1761,FDX56,OUT035,4002.857646460694
1762,FDF10,OUT017,2873.1694127099427
1763,FDT32,OUT045,3395.0943174149943
1764,FDM51,OUT018,1658.6037509279383
1765,NCR50,OUT018,2584.7486361194087
1766,FDI19,OUT049,4446.583067387635
1767,FDX21,OUT017,1943.021347690043
1768,FDR31,OUT035,2796.2433375852506
1769,FDY02,OUT013,4755.000602623978
1770,NCA29,OUT045,3205.384518965114
1771,NCX17,OUT046,4127.024917226996
1772,FDM12,OUT045,3421.2425092577505
1773,FDI53,OUT027,4613.394726806173
1774,NCU30,OUT049,2940.2131577846876
1775,FDC56,OUT027,3592.292287637003
1776,FDK27,OUT018,2079.277751562829
1777,NCK18,OUT017,3055.244304036756
1778,FDB52,OUT019,1089.9400518625262
1779,DRG25,OUT027,5706.46635739835
1780,FDZ13,OUT049,950.0825800183169
1781,FDB57,OUT019,938.4948139241378
1782,FDR40,OUT046,1538.9931049022553
1783,NCO14,OUT019,-214.8873290373196
1784,NCN19,OUT045,3332.5043235863154
1785,FDQ28,OUT019,476.6630302374113
1786,FDO13,OUT018,2713.1617797386093
1787,FDK48,OUT013,1502.2286976685787
1788,FDU07,OUT018,2542.5733440035465
1789,FDW20,OUT046,2343.6556835225147
1790,FDV12,OUT010,167.53643928643856
1791,FDH24,OUT013,2891.644332498321
1792,FDV59,OUT049,4094.902028258273
1793,FDK57,OUT045,2182.7013467879638
1794,FDL16,OUT027,1659.3976120214713
1795,NCQ17,OUT046,2748.933021727836
1796,FDJ15,OUT018,3308.359294810452
1797,FDX24,OUT049,1698.9049271114466
1798,FDT47,OUT046,1774.9697185231664
1799,FDT10,OUT049,1141.4779482791264
1800,FDZ37,OUT018,1419.7551511490879
1801,FDW43,OUT027,6506.353678869375
1802,DRN36,OUT017,1766.6136724282721
1803,FDJ14,OUT045,1445.2357321016918
1804,FDA32,OUT013,4006.556669463137
1805,FDJ38,OUT019,739.8183620386787
1806,FDQ57,OUT017,2826.666836284479
1807,NCQ41,OUT019,873.9865174105926
1808,FDG56,OUT049,1128.023039834194
1809,DRC13,OUT027,3634.248155246862
1810,FDV55,OUT035,2886.261922330749
1811,FDQ49,OUT045,2863.884713612281
1812,FDE29,OUT010,-95.33304364100772
1813,FDR03,OUT013,3891.099210864815
1814,FDD45,OUT049,1723.0406686237234
1815,FDN38,OUT010,1034.1207970539087
1816,FDT56,OUT046,1051.6343778341943
1817,FDT48,OUT045,3510.4568920610964
1818,FDU03,OUT049,3445.621138083627
1819,FDC56,OUT010,261.07865706080145
1820,NCO43,OUT027,3060.6430945272923
1821,FDQ27,OUT017,1931.3089787130107
1822,FDR03,OUT046,3934.679422390748
1823,DRH23,OUT010,-124.03712997047293
1824,FDG22,OUT045,743.1983020820412
1825,NCJ42,OUT013,1878.416622916662
1826,FDR24,OUT046,1627.2374956783076
1827,FDW60,OUT035,3267.5172217250647
1828,FDJ08,OUT013,3481.6553891793474
1829,DRL59,OUT018,771.8635120463348
1830,FDG60,OUT010,945.6325893704162
1831,FDW27,OUT017,2802.708003503578
1832,FDX14,OUT018,1331.6547752626102
1833,FDC20,OUT013,1047.2412230039167
1834,NCS29,OUT018,4046.562185032605
1835,FDJ56,OUT046,1831.2573919736667
1836,FDB20,OUT019,12.52562385436072
1837,FDL28,OUT027,6473.769492171247
1838,FDW01,OUT018,2542.262763908891
1839,FDL03,OUT046,3465.413595714707
1840,FDX22,OUT049,4045.649903532441
1841,FDJ21,OUT035,2909.2928010644446
1842,FDR31,OUT045,2716.624857954685
1843,FDG21,OUT035,2839.3225136593187
1844,FDS22,OUT027,1612.0014153198385
1845,FDK08,OUT035,1837.1581109080923
1846,FDE17,OUT018,2561.6254092168624
1847,NCN30,OUT017,1775.7397297542543
1848,FDT50,OUT046,1754.2116165797947
1849,NCX42,OUT049,2963.465675538078
1850,FDJ12,OUT035,4119.592855405939
1851,NCA18,OUT027,3472.348126694701
1852,FDP23,OUT019,884.1408877005352
1853,FDX12,OUT013,4383.892167552258
1854,FDN40,OUT018,2537.129995599029
1855,FDV48,OUT035,1560.9774264009864
1856,NCY54,OUT013,3217.9803748956365
1857,FDL16,OUT010,-191.74895541762564
1858,FDR45,OUT018,3917.3738263482255
1859,FDJ52,OUT046,2930.9572629448567
1860,DRG01,OUT017,1497.1297307604727
1861,FDP52,OUT013,4238.270135882718
1862,FDU58,OUT017,3547.3536307978884
1863,FDL02,OUT045,1858.696115554796
1864,FDG28,OUT013,4439.427829184797
1865,FDA19,OUT035,2343.9357438473394
1866,FDW46,OUT027,2120.8509672252158
1867,NCD43,OUT049,1908.1711031471123
1868,DRG39,OUT013,923.3401163833378
1869,NCF55,OUT049,742.2442795247318
1870,FDJ07,OUT046,2156.7285552820135
1871,FDE08,OUT046,2769.8503861547406
1872,FDP56,OUT019,-157.65235191759695
1873,FDT45,OUT045,954.9864945563162
1874,FDF17,OUT018,3216.01256918111
1875,FDX44,OUT046,1582.1002420808359
1876,FDM28,OUT027,5482.239021007506
1877,FDI36,OUT049,3530.2921568533493
1878,FDS07,OUT045,2085.2973433673355
1879,FDD36,OUT045,2119.819428854575
1880,FDW11,OUT046,1112.6794482614284
1881,FDN40,OUT049,2738.5370336017695
1882,NCQ18,OUT049,1767.252813423454
1883,NCQ54,OUT017,3129.0550343100385
1884,NCS42,OUT045,1621.7528927929916
1885,DRH39,OUT010,-24.067768603963795
1886,FDC09,OUT027,3137.2915203716952
1887,FDT08,OUT010,440.36162631411236
1888,FDC08,OUT035,4224.60525592132
1889,FDT20,OUT017,751.3920418307346
1890,FDS35,OUT035,1247.4325121658171
1891,FDX58,OUT018,3286.8622130234244
1892,FDW58,OUT046,1878.23747045746
1893,DRD27,OUT046,1775.6515947013227
1894,FDH32,OUT019,154.73985736802433
1895,FDS26,OUT035,4733.675173904436
1896,FDQ31,OUT046,1598.7359486587661
1897,FDP11,OUT018,3685.2010353119144
1898,FDD58,OUT017,1820.1084313397605
1899,FDM33,OUT045,3967.15760736327
1900,FDZ16,OUT049,3526.28864047764
1901,NCS29,OUT010,1135.312355806925
1902,NCM18,OUT019,-89.64680950636142
1903,FDP11,OUT049,4053.1002710613175
1904,NCC42,OUT017,2466.7013819050926
1905,DRM23,OUT046,3218.4965079313965
1906,NCN55,OUT027,6502.344206826857
1907,FDK46,OUT013,4772.646670054272
1908,FDR01,OUT046,3537.045382443966
1909,NCA05,OUT045,2683.749210310442
1910,NCP43,OUT017,3206.543104073134
1911,FDR12,OUT010,555.2042332338563
1912,FDQ01,OUT013,4598.526527362369
1913,FDM13,OUT046,2386.6275491256256
1914,FDQ19,OUT017,4506.9741626845735
1915,FDK56,OUT019,692.4494512549362
1916,NCX06,OUT010,707.3640112829211
1917,FDO56,OUT027,3503.8158609142906
1918,FDU45,OUT045,2064.726195555789
1919,FDI16,OUT019,-99.21868832232676
1920,FDL32,OUT046,2119.08427265078
1921,FDA07,OUT046,2309.027163275534
1922,FDA14,OUT045,2749.66057976145
1923,FDV46,OUT027,3737.095506243276
1924,NCO07,OUT035,4027.254230604726
1925,NCP41,OUT046,1887.612851589303
1926,FDY60,OUT018,2200.936574145254
1927,FDN38,OUT017,4513.344477503868
1928,FDO15,OUT046,1340.8887335400286
1929,FDT60,OUT013,2295.631433476391
1930,FDA55,OUT035,4237.234124116881
1931,FDE02,OUT010,131.0883584192195
1932,DRJ39,OUT049,4208.1971571754575
1933,FDV34,OUT035,1376.3235124943114
1934,FDS20,OUT027,5681.359054664123
1935,FDF02,OUT027,3126.277016657331
1936,FDW40,OUT017,2464.6008194901797
1937,NCB43,OUT046,3437.3652956682
1938,FDR58,OUT017,1649.375562910084
1939,DRJ59,OUT035,818.9351238219024
1940,NCD30,OUT017,1797.8805495858528
1941,FDE14,OUT017,1788.3445349784902
1942,FDC28,OUT018,1680.8533835516407
1943,FDU16,OUT018,1384.5152153458157
1944,NCD19,OUT035,1081.5741533069856
1945,FDU21,OUT046,725.1900378085722
1946,FDV59,OUT027,6099.013081118697
1947,FDU03,OUT045,3435.0966333793367
1948,FDC33,OUT010,945.6052582087021
1949,NCR42,OUT035,747.9892020410715
1950,DRH59,OUT035,1354.1311929167887
1951,NCM31,OUT035,2468.9322525196667
1952,FDS50,OUT035,4256.325545092223
1953,FDP39,OUT046,980.0223235153879
1954,FDQ55,OUT013,2172.963876128703
1955,FDV36,OUT019,299.8136331126485
1956,FDI05,OUT027,2661.587647512623
1957,FDS45,OUT027,3243.915855484579
1958,FDA39,OUT045,724.9386771787172
1959,FDC37,OUT010,224.55710336936477
1960,FDJ60,OUT027,4701.078332493572
1961,DRQ35,OUT046,2305.217479984835
1962,NCJ06,OUT046,2252.4358289209367
1963,NCY42,OUT018,2533.8092157283786
1964,DRM37,OUT049,3511.4465786534715
1965,FDR14,OUT045,881.1027760452514
1966,FDE51,OUT049,822.3735056940494
1967,FDT33,OUT017,3019.6196901287503
1968,FDR08,OUT013,2093.773136297012
1969,FDE36,OUT010,555.1906630806502
1970,FDL22,OUT019,115.29600898698209
1971,FDR44,OUT013,2397.4203276898415
1972,FDI56,OUT019,102.89736551965026
1973,FDE47,OUT010,298.99453869616184
1974,FDV27,OUT010,112.82971658954217
1975,FDV10,OUT049,812.625896509541
1976,FDC40,OUT045,1444.5897328524263
1977,NCX41,OUT013,4028.624480177853
1978,NCQ38,OUT027,3123.036081034443
1979,FDV12,OUT027,3110.8203159553486
1980,FDE52,OUT017,1586.214754713862
1981,FDG20,OUT027,4933.03911092843
1982,FDV16,OUT027,1553.5774074978667
1983,FDI32,OUT017,2159.569844413
1984,FDJ32,OUT049,1120.7453025586694
1985,FDN39,OUT018,2813.2858962751166
1986,FDY34,OUT017,3088.195536812642
1987,FDC14,OUT035,830.5834094788643
1988,FDA55,OUT017,4303.445132248015
1989,FDZ50,OUT010,709.7583526887107
1990,DRG13,OUT049,2979.511577691904
1991,FDP01,OUT013,2771.8803376798023
1992,NCG54,OUT017,3269.3254922422357
1993,FDM13,OUT045,2263.1319059150205
1994,NCO18,OUT027,5430.051222841804
1995,NCW41,OUT013,2797.0074356529385
1996,FDM52,OUT027,4426.763346167161
1997,NCF55,OUT035,766.5951317963759
1998,FDT09,OUT046,2368.1969800021006
1999,NCM19,OUT035,1998.1647423965958
2000,FDW12,OUT018,2569.816381249282
2001,FDP15,OUT019,1072.976575334092
2002,FDK36,OUT045,849.5656044336116
2003,FDZ25,OUT035,3329.046439274292
2004,NCW06,OUT049,3554.295125502248
2005,FDW60,OUT046,3222.9607699428375
2006,DRC49,OUT013,2717.29977362821
2007,NCT17,OUT035,3578.590163110836
2008,NCN06,OUT018,2715.487657698688
2009,FDC45,OUT013,3221.7501862487347
2010,DRJ47,OUT019,610.7498339130972
2011,NCF06,OUT045,4566.119773372357
2012,FDE21,OUT010,278.3726299617082
2013,DRG27,OUT013,763.5014777379562
2014,FDW40,OUT049,2454.3308857018856
2015,NCO53,OUT046,3501.122768418634
2016,FDE23,OUT049,831.6709287798567
2017,FDQ16,OUT046,1897.7600379880523
2018,FDS26,OUT045,4494.944167194166
2019,FDZ13,OUT010,-170.1951271556396
2020,FDS14,OUT049,2773.196923508155
2021,FDC10,OUT045,2123.141415283034
2022,FDY16,OUT049,3560.104405624558
2023,FDJ20,OUT035,2342.9473683423203
2024,FDV43,OUT035,823.2300424101625
2025,FDZ32,OUT027,3146.939188614386
2026,FDR23,OUT046,3144.8932650535517
2027,FDN24,OUT035,1016.7355409751245
2028,FDE34,OUT027,5679.51080425594
2029,FDU31,OUT013,4041.4800273636974
2030,FDW33,OUT018,1690.9213047010048
2031,FDU26,OUT046,2141.432955132957
2032,FDE20,OUT027,4731.158318814003
2033,NCW05,OUT035,1881.4600560084812
2034,FDB22,OUT018,2551.9487802417098
2035,FDO56,OUT046,2154.8446662357283
2036,FDA19,OUT027,3687.159421653294
2037,DRI39,OUT045,995.0195893214627
2038,FDH52,OUT018,947.7429295640675
2039,FDZ50,OUT035,3536.163450598376
2040,NCN42,OUT035,2829.791422202823
2041,FDB53,OUT013,2763.846829119548
2042,DRG11,OUT017,1935.4368841449102
2043,DRK11,OUT027,4418.870773366705
2044,FDQ60,OUT017,2331.9250298092998
2045,FDT36,OUT017,733.5168013509932
2046,DRG25,OUT018,3301.4499558662956
2047,DRJ23,OUT046,3462.0791244706197
2048,FDG05,OUT035,2920.9791119443594
2049,NCK06,OUT018,2080.8297691976877
2050,FDU52,OUT017,2772.433746218367
2051,FDW07,OUT018,1447.5218411574283
2052,NCM17,OUT045,755.6533710676293
2053,FDA22,OUT045,2946.4363864752067
2054,NCA41,OUT018,3260.4035760892616
2055,FDF38,OUT035,836.7211868919019
2056,FDH52,OUT046,1121.397628765823
2057,FDY58,OUT019,935.8193532503789
2058,FDZ16,OUT045,3460.483506772112
2059,NCM18,OUT017,1119.3564135054467
2060,FDA22,OUT018,2782.202355479311
2061,NCJ43,OUT035,3246.842521881214
2062,FDI34,OUT027,6485.490501007419
2063,FDG56,OUT046,1129.2739746347017
2064,FDS34,OUT046,2140.3571646113946
2065,DRC01,OUT035,956.6925093581791
2066,FDQ04,OUT035,806.5295207864808
2067,FDK04,OUT035,1087.1375812879328
2068,FDT51,OUT049,2037.216884803945
2069,FDV26,OUT017,3508.6648733114575
2070,FDS04,OUT049,2496.150100573891
2071,FDW43,OUT018,3845.6109061294997
2072,FDQ28,OUT010,468.52690987358386
2073,NCK06,OUT017,2312.1050509358
2074,FDS23,OUT018,2122.763133131904
2075,FDZ36,OUT019,736.9356378769953
2076,FDE56,OUT018,981.7079231250806
2077,FDW10,OUT027,4886.905643267651
2078,NCN14,OUT045,3414.1721828771356
2079,NCQ18,OUT045,1710.034399452848
2080,FDW08,OUT017,1886.1754329406028
2081,FDU43,OUT035,4444.976751359863
2082,FDR33,OUT010,224.49444346920814
2083,FDM24,OUT010,437.64680707551776
2084,NCZ05,OUT046,1845.9148408494796
2085,NCV41,OUT035,2150.6242430307925
2086,FDV11,OUT018,3044.8898811910503
2087,NCY05,OUT035,758.9709172524388
2088,FDV44,OUT018,3263.84998657028
2089,FDW32,OUT049,1579.7818128137512
2090,NCU18,OUT027,3810.397944750139
